Course,UCAS,25 Above,Disability,Ethnicity,Gender,British,English native Language,Parent He attendance,Polar 4 Score,SLC,Care Leaver,Student Visa,Refugee,London Permanent Residence,UCAS Points,English,Maths,A Levels,Btec,Previous work,Bursary,Attendance,AWM year 1,AWM year 2,AWM year 3,Overall AWM,Progress,First Sit,Second Sit,Fails,No Submissions,Late Submission,Pass,Re Takes,desertion
BA,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,,no,no,112.0,5.0,4.0,yes,,no,no,56,41,75.0,78.0,64.66666666666667,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,yes,yes,yes,,yes,no,no,no,no,104.0,6.0,4.0,yes,,no,no,60,69,50.0,55.0,58.0,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,yes,128.0,6.0,6.0,no,yes,yes,no,60,54,59.0,40.0,51.0,yes,5,1.0,0,3,2,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,2.0,no,no,no,yes,yes,93.0,5.0,5.0,yes,,yes,yes,52,44,31.0,,37.5,no,4,1.0,2,0,1,33.333333333333336,no,yes
BA,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,no,96.0,6.0,5.0,no,yes,yes,no,71,50,45.0,60.0,51.666666666666664,yes,4,2.0,0,0,0,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,yes,yes,3.0,no,no,no,no,yes,88.0,,5.0,no,yes,no,no,67,61,71.0,40.0,57.333333333333336,yes,3,3.0,0,1,0,100.0,yes,no
BA,yes,no,no,Other ethnic background,Male,no,no,yes,,no,no,yes,no,no,,,,yes,no,no,,91,85,83.0,54.0,74.0,yes,3,3.0,0,2,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,yes,no,3.0,yes,no,no,no,yes,84.0,4.0,3.0,no,yes,yes,,79,48,76.0,70.0,64.66666666666667,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,no,no,yes,84.0,5.0,4.0,no,yes,yes,,96,45,73.0,41.0,53.0,yes,3,3.0,0,2,0,100.0,no,no
BA,yes,no,no,White,Male,no,no,no,4.0,yes,no,no,no,yes,82.0,4.0,3.0,yes,no,no,,78,77,80.0,41.0,66.0,yes,3,3.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Female,,yes,no,4.0,yes,no,no,no,yes,144.0,4.0,4.0,no,yes,no,,45,49,32.0,,40.5,no,1,5.0,5,2,0,83.33333333333333,no,yes
BA,yes,no,no,White,Male,,yes,no,1.0,yes,no,no,no,no,72.0,5.0,5.0,yes,no,yes,yes,61,51,60.0,67.0,59.333333333333336,yes,3,3.0,0,2,2,100.0,no,no
BA,yes,no,yes,White,Female,,yes,no,2.0,yes,no,no,no,yes,104.0,4.0,3.0,yes,yes,yes,yes,48,45,32.0,,38.5,no,3,0.0,5,0,2,83.33333333333333,no,yes
BA,yes,no,yes,Asian,Male,,no,yes,5.0,yes,no,no,no,yes,80.0,7.0,6.0,yes,no,no,yes,86,50,56.0,52.0,52.666666666666664,yes,4,2.0,0,1,1,100.0,no,no
BA,yes,no,yes,White,Male,,yes,yes,5.0,yes,no,no,no,no,128.0,5.0,5.0,no,yes,yes,yes,95,48,71.0,76.0,65.0,yes,5,1.0,0,2,1,100.0,no,no
BA,yes,no,no,Asian,Male,,no,no,,no,no,no,no,no,96.0,5.0,5.0,yes,no,yes,no,80,59,70.0,52.0,60.333333333333336,yes,4,2.0,0,3,2,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,,no,no,yes,no,no,,,,yes,no,no,no,97,66,71.0,73.0,70.0,yes,5,1.0,0,3,0,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,,4.0,yes,no,no,no,yes,96.0,6.0,4.0,yes,no,no,no,55,45,31.0,,38.0,no,2,1.0,3,1,0,50.0,no,yes
BA,yes,no,no,Black/Black British African,Male,yes,yes,yes,5.0,yes,no,no,no,yes,114.0,3.0,7.0,yes,yes,yes,no,89,62,46.0,54.0,54.0,yes,3,3.0,0,5,0,100.0,yes,no
BA,yes,no,no,White,Male,yes,yes,yes,5.0,yes,no,no,no,yes,96.0,6.0,5.0,yes,no,no,no,55,41,43.0,,42.0,yes,4,2.0,0,0,0,100.0,no,yes
BA,yes,no,no,White,Male,yes,yes,yes,3.0,yes,no,no,no,yes,146.0,4.0,4.0,no,yes,no,no,72,76,47.0,65.0,62.666666666666664,yes,3,3.0,0,2,2,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,,3.0,yes,no,no,no,yes,129.0,4.0,6.0,no,yes,no,no,58,50,44.0,56.0,50.0,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,yes,1.0,yes,no,no,no,yes,120.0,7.0,7.0,no,yes,no,yes,78,66,76.0,42.0,61.333333333333336,yes,5,1.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,2.0,no,no,no,no,no,88.0,5.0,5.0,yes,no,no,yes,96,66,73.0,57.0,65.33333333333333,yes,3,3.0,0,4,0,100.0,yes,no
BA,yes,no,no,White,Male,yes,,yes,2.0,no,no,no,no,no,80.0,5.0,4.0,yes,,yes,yes,56,47,42.0,,44.5,yes,1,5.0,0,2,2,100.0,no,yes
BA,yes,no,no,White,Male,yes,,no,4.0,yes,no,,no,yes,128.0,4.0,4.0,no,yes,yes,no,76,42,83.0,85.0,70.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,no,,no,4.0,yes,yes,,yes,yes,80.0,4.0,4.0,no,yes,no,yes,94,77,49.0,45.0,57.0,yes,4,2.0,0,0,0,100.0,yes,no
BA,yes,no,no,Black/Black British African,Male,yes,,no,4.0,yes,no,,no,yes,120.0,5.0,4.0,no,yes,no,no,70,45,57.0,30.0,44.0,no,1,5.0,2,5,3,33.333333333333336,yes,no
BA,yes,no,no,Asian,Male,yes,no,yes,4.0,yes,no,,no,yes,88.0,4.0,4.0,no,yes,yes,no,78,62,48.0,70.0,60.0,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,no,no,Asian,Female,no,no,no,,yes,no,,no,no,87.0,,,yes,,yes,no,90,74,81.0,46.0,67.0,yes,4,2.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,,,yes,3.0,yes,no,,no,yes,114.0,7.0,5.0,yes,,yes,no,82,69,43.0,37.0,49.666666666666664,no,4,2.0,2,1,1,33.333333333333336,yes,no
BA,yes,yes,no,White,Female,,,yes,5.0,yes,no,no,no,yes,100.0,6.0,7.0,yes,,yes,no,42,41,36.0,,38.5,no,2,1.0,2,4,1,33.333333333333336,yes,yes
BA,yes,no,no,Asian,Male,,yes,yes,4.0,yes,no,no,no,yes,112.0,3.0,5.0,yes,yes,yes,no,96,45,81.0,52.0,59.333333333333336,yes,5,1.0,0,3,2,100.0,no,no
BA,yes,no,no,White,Male,,yes,yes,5.0,yes,no,,no,yes,128.0,3.0,5.0,yes,,yes,no,99,75,66.0,69.0,70.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,,yes,yes,2.0,yes,no,no,no,no,112.0,4.0,6.0,yes,no,no,yes,74,73,81.0,55.0,69.66666666666667,yes,5,1.0,0,2,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,,yes,no,3.0,yes,no,no,no,yes,128.0,4.0,4.0,yes,no,no,no,65,64,63.0,71.0,66.0,yes,4,2.0,0,1,2,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,no,5.0,yes,no,,no,yes,84.0,4.0,4.0,yes,yes,no,no,71,62,47.0,63.0,57.333333333333336,yes,4,2.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,no,no,no,4.0,yes,no,no,no,yes,109.0,4.0,4.0,yes,no,no,no,90,46,74.0,84.0,68.0,yes,5,1.0,0,4,0,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,1.0,yes,no,,no,yes,148.0,4.0,6.0,yes,yes,no,yes,88,71,82.0,65.0,72.66666666666667,yes,4,2.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,3.0,yes,no,no,no,yes,168.0,4.0,5.0,no,yes,no,no,97,52,41.0,54.0,49.0,yes,5,1.0,0,1,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,no,2.0,yes,no,no,no,yes,82.0,4.0,4.0,no,yes,no,yes,64,78,65.0,74.0,72.33333333333333,yes,5,1.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Male,no,no,yes,4.0,yes,no,no,no,yes,96.0,4.0,4.0,no,no,no,no,67,63,62.0,40.0,55.0,yes,4,2.0,0,0,1,100.0,yes,no
BA,yes,no,no,White,Male,yes,no,no,2.0,no,no,no,no,no,86.0,5.0,4.0,no,no,yes,yes,91,79,60.0,66.0,68.33333333333333,yes,5,1.0,0,0,1,100.0,no,no
BA,yes,yes,no,Asian,Female,no,no,no,3.0,no,no,yes,no,no,,,,yes,no,no,no,81,50,64.0,58.0,57.333333333333336,yes,5,1.0,0,1,1,100.0,no,no
Ba,yes,no,no,White,Male,yes,yes,yes,5.0,yes,no,no,no,yes,100.0,7.0,7.0,yes,no,no,,73,81,48.0,84.0,71.0,yes,3,3.0,0,2,2,100.0,no,no
ba,yes,no,no,White,Female,no,no,yes,5.0,no,no,no,no,no,104.0,,,no,no,no,,81,46,79.0,54.0,59.666666666666664,yes,5,1.0,0,0,0,100.0,no,no
ba,yes,no,yes,Black/Black British African,Female,no,yes,no,5.0,yes,no,no,no,no,98.0,5.0,5.0,yes,no,yes,yes,69,62,78.0,50.0,63.333333333333336,yes,3,3.0,0,4,0,100.0,yes,no
ba,yes,no,yes,White,Female,no,yes,no,3.0,no,no,yes,no,no,,5.0,5.0,no,no,no,yes,62,70,49.0,53.0,57.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,Black/Black British African,Male,yes,,no,2.0,no,no,no,no,yes,80.0,4.0,6.0,yes,no,yes,yes,87,75,60.0,51.0,62.0,yes,3,3.0,0,1,2,100.0,no,no
ba,yes,no,no,White,Female,yes,,no,4.0,yes,no,no,no,yes,102.0,5.0,3.0,no,yes,yes,,91,55,72.0,62.0,63.0,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,,yes,4.0,yes,no,no,no,no,88.0,3.0,4.0,yes,no,no,no,96,62,46.0,34.0,47.333333333333336,no,3,3.0,4,1,0,66.66666666666667,no,no
ba,yes,no,no,White,Male,no,no,no,4.0,yes,no,no,no,no,106.0,,,no,yes,no,no,50,45,47.0,56.0,49.333333333333336,yes,1,5.0,0,2,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,,yes,4.0,yes,no,no,no,yes,96.0,6.0,4.0,no,no,no,no,67,80,84.0,59.0,74.33333333333333,yes,5,1.0,0,2,0,100.0,no,no
ba,yes,no,no,Black/Black British African,Male,no,no,no,,no,no,yes,no,no,,,,no,no,yes,no,83,64,79.0,57.0,66.66666666666667,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Female,yes,,yes,1.0,yes,no,no,no,yes,80.0,5.0,4.0,no,yes,yes,yes,72,84,47.0,82.0,71.0,yes,4,2.0,0,0,1,100.0,no,no
ba,yes,no,yes,White,Male,no,no,yes,,no,no,yes,no,,,,,yes,,yes,yes,64,66,59.0,45.0,56.666666666666664,yes,3,3.0,0,3,1,100.0,yes,no
ba,yes,no,no,White,Male,yes,,no,5.0,yes,no,no,no,yes,115.0,4.0,6.0,no,,yes,no,96,68,81.0,72.0,73.66666666666667,yes,4,2.0,0,2,2,100.0,no,no
ba,yes,no,no,Asian,Female,yes,,yes,3.0,yes,no,no,no,yes,96.0,4.0,,no,yes,no,no,84,47,56.0,79.0,60.666666666666664,yes,3,3.0,0,3,1,100.0,no,no
ba,yes,no,no,White,Female,no,no,no,3.0,yes,no,no,no,no,144.0,4.0,5.0,no,yes,yes,no,41,41,77.0,56.0,58.0,yes,3,3.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,no,no,no,,no,no,yes,no,no,,,,no,,no,no,67,80,69.0,45.0,64.66666666666667,yes,3,3.0,0,2,2,100.0,yes,no
ba,yes,no,no,White,Female,no,no,no,,no,no,yes,no,no,88.0,,4.0,no,no,no,no,78,51,52.0,76.0,59.666666666666664,yes,3,3.0,0,4,0,100.0,yes,no
ba,yes,no,no,White,Female,no,no,no,4.0,yes,no,no,no,yes,112.0,5.0,4.0,yes,no,no,no,87,85,75.0,46.0,68.66666666666667,yes,4,2.0,0,1,0,100.0,no,no
ba,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,no,no,yes,112.0,5.0,3.0,no,yes,yes,no,96,85,40.0,48.0,57.666666666666664,yes,4,2.0,0,4,0,100.0,yes,no
ba,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,no,no,yes,162.0,6.0,6.0,no,yes,no,no,93,51,50.0,69.0,56.666666666666664,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,yes,no,no,4.0,yes,no,no,no,no,84.0,5.0,5.0,no,yes,yes,no,42,42,46.0,,44.0,yes,1,5.0,0,2,2,100.0,no,yes
ba,yes,no,no,Other ethnic background,Female,no,no,no,,yes,no,yes,no,no,104.0,,,yes,no,no,no,80,51,51.0,55.0,52.333333333333336,yes,4,2.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,no,no,no,5.0,yes,no,no,no,yes,99.0,,,no,no,yes,no,87,58,81.0,51.0,63.333333333333336,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,no,5.0,yes,no,no,no,yes,96.0,4.0,4.0,no,yes,yes,no,81,65,71.0,46.0,60.666666666666664,yes,3,3.0,0,0,2,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,no,3.0,yes,no,no,no,yes,96.0,4.0,5.0,yes,no,no,no,92,44,61.0,66.0,57.0,yes,3,3.0,0,4,2,100.0,yes,no
ba,yes,no,no,White,Female,yes,yes,yes,4.0,yes,no,no,no,no,96.0,5.0,5.0,yes,no,yes,no,40,39,,,39.0,no,3,0.0,1,0,1,16.666666666666668,no,yes
ba,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,yes,114.0,3.0,4.0,no,yes,yes,no,60,72,60.0,70.0,67.33333333333333,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,no,4.0,yes,no,no,no,yes,84.0,6.0,4.0,yes,no,yes,no,88,51,61.0,63.0,58.333333333333336,yes,5,1.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,,yes,yes,1.0,yes,no,,no,yes,104.0,5.0,4.0,yes,no,yes,yes,78,80,79.0,43.0,67.33333333333333,yes,3,3.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Female,,yes,yes,4.0,yes,no,,no,yes,94.0,4.0,4.0,yes,no,no,no,88,45,67.0,69.0,60.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,,yes,yes,5.0,yes,no,,no,yes,98.0,5.0,4.0,no,yes,yes,no,67,71,78.0,71.0,73.33333333333333,yes,3,3.0,0,3,1,100.0,no,no
ba,yes,no,no,White,Female,,yes,no,4.0,yes,no,no,no,yes,84.0,6.0,4.0,yes,no,yes,no,61,69,65.0,63.0,65.66666666666667,yes,5,1.0,0,1,2,100.0,no,no
ba,yes,no,no,Asian,Male,,yes,no,4.0,yes,no,no,no,yes,136.0,4.0,5.0,no,yes,no,no,74,68,46.0,76.0,63.333333333333336,yes,3,3.0,0,3,0,100.0,no,no
ba,yes,no,no,Black/Black British African,Male,,yes,yes,4.0,yes,no,no,no,yes,91.0,4.0,4.0,no,yes,yes,no,69,40,77.0,55.0,57.333333333333336,yes,4,2.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Female,no,no,no,5.0,yes,no,no,no,yes,92.0,,,no,no,yes,no,65,79,47.0,66.0,64.0,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,yes,no,yes,5.0,yes,no,no,no,yes,88.0,4.0,6.0,no,yes,yes,no,81,40,85.0,41.0,55.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,Black/Black British African,Female,no,no,no,5.0,no,no,no,yes,yes,118.0,6.0,,yes,,yes,yes,99,64,74.0,74.0,70.66666666666667,yes,5,1.0,0,5,2,100.0,no,no
ba,yes,no,no,White,Male,no,no,no,2.0,yes,no,no,no,no,101.0,5.0,5.0,yes,,yes,yes,50,46,57.0,66.0,56.333333333333336,yes,3,3.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Female,yes,no,yes,5.0,yes,no,no,no,no,103.0,5.0,4.0,no,yes,yes,no,42,45,72.0,55.0,57.333333333333336,yes,5,1.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,no,2.0,yes,no,no,no,yes,114.0,5.0,6.0,no,yes,no,yes,89,83,82.0,45.0,70.0,yes,3,3.0,0,3,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,yes,5.0,yes,no,no,no,yes,98.0,4.0,4.0,no,yes,yes,no,81,45,72.0,65.0,60.666666666666664,yes,4,2.0,0,2,1,100.0,no,no
ba,yes,yes,no,Other ethnic background,Female,yes,no,yes,4.0,yes,yes,no,no,yes,103.0,,,no,yes,yes,yes,74,85,81.0,45.0,70.33333333333333,yes,4,2.0,0,0,1,100.0,no,no
ba,yes,no,no,Other ethnic background,Male,no,no,no,,no,no,no,no,no,99.0,5.0,4.0,yes,,yes,no,84,80,50.0,54.0,61.333333333333336,yes,4,2.0,0,1,1,100.0,no,no
ba,yes,no,no,White,Female,yes,yes,no,5.0,yes,no,no,no,yes,111.0,8.0,5.0,yes,no,yes,no,79,66,51.0,53.0,56.666666666666664,yes,3,3.0,0,0,0,100.0,no,no
ba,yes,no,yes,White,Male,yes,yes,yes,4.0,yes,no,no,no,no,125.0,8.0,7.0,no,yes,yes,yes,92,83,54.0,40.0,59.0,yes,5,1.0,0,2,0,100.0,yes,no
ba,yes,no,no,Asian,Male,yes,no,no,1.0,yes,no,no,no,yes,96.0,6.0,7.0,yes,no,yes,yes,73,72,70.0,68.0,70.0,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,yes,no,3.0,yes,no,no,no,yes,100.0,4.0,4.0,no,yes,yes,,88,71,74.0,70.0,71.66666666666667,yes,4,2.0,0,0,1,100.0,no,no
ba,yes,no,no,Other ethnic background,Male,yes,yes,yes,4.0,yes,no,,no,yes,111.0,5.0,6.0,yes,no,no,,94,84,74.0,37.0,65.0,no,5,1.0,3,1,0,50.0,yes,no
ba,yes,no,no,White,Female,yes,yes,yes,5.0,yes,no,no,no,yes,109.0,5.0,6.0,no,yes,yes,,64,72,81.0,78.0,77.0,yes,3,3.0,0,2,2,100.0,no,no
ba,yes,no,yes,White,Male,yes,yes,yes,4.0,yes,no,no,no,no,106.0,2.0,5.0,no,yes,yes,yes,92,50,58.0,83.0,63.666666666666664,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Female,no,no,no,3.0,yes,no,,no,no,103.0,5.0,6.0,yes,no,yes,,94,65,71.0,71.0,69.0,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,yes,no,yes,3.0,no,no,no,no,yes,152.0,,,yes,no,no,no,69,54,47.0,72.0,57.666666666666664,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,no,yes,no,,no,no,yes,no,no,168.0,8.0,7.0,yes,no,no,no,74,60,69.0,48.0,59.0,yes,3,3.0,0,2,1,100.0,no,no
BA,yes,no,no,Asian,Male,no,no,no,5.0,no,yes,no,yes,yes,108.0,3.0,2.0,yes,no,no,yes,73,59,41.0,48.0,49.333333333333336,yes,2,4.0,0,3,2,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,yes,yes,no,,no,no,no,no,no,107.0,5.0,3.0,yes,no,no,no,78,47,42.0,66.0,51.666666666666664,yes,6,0.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Female,yes,no,yes,3.0,yes,no,no,no,no,105.0,4.0,5.0,yes,no,yes,no,53,34,,,34.0,no,5,,3,0,3,50.0,no,yes
BA,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,yes,120.0,5.0,6.0,yes,yes,no,no,86,58,46.0,36.0,46.666666666666664,no,4,2.0,2,1,1,33.333333333333336,no,no
BA,yes,yes,no,Asian,Female,no,yes,no,2.0,no,no,no,no,no,101.0,,,yes,no,yes,yes,88,80,78.0,83.0,80.33333333333333,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,no,no,yes,4.0,no,no,no,no,yes,100.0,4.0,4.0,no,no,yes,no,65,85,66.0,71.0,74.0,yes,3,3.0,0,2,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,yes,3.0,no,no,,no,yes,152.0,5.0,5.0,no,yes,yes,no,83,49,60.0,45.0,51.333333333333336,yes,3,3.0,0,1,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,yes,no,no,1.0,yes,no,no,no,no,86.0,5.0,4.0,yes,no,no,yes,60,32,,,32.0,no,1,2.0,3,3,2,50.0,no,yes
BA,yes,yes,yes,Black/Black British African,Female,yes,yes,no,4.0,yes,no,,no,yes,92.0,6.0,6.0,,no,no,yes,65,42,61.0,50.0,51.0,yes,3,3.0,0,1,2,100.0,no,no
BA,yes,yes,no,White,Female,no,no,no,2.0,yes,no,no,no,yes,90.0,,,,no,yes,yes,77,50,72.0,68.0,63.333333333333336,yes,5,1.0,0,4,1,100.0,no,no
BA,yes,yes,no,Other ethnic background,Female,yes,no,no,4.0,no,no,no,no,yes,117.0,5.0,6.0,,no,yes,no,69,50,69.0,50.0,56.333333333333336,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,yes,4.0,no,no,,no,yes,88.0,5.0,4.0,,yes,yes,no,68,41,46.0,35.0,40.666666666666664,no,3,3.0,2,1,1,33.333333333333336,no,no
BA,yes,yes,no,Asian,Male,yes,yes,yes,3.0,yes,no,no,no,yes,114.0,5.0,5.0,no,no,yes,no,90,85,71.0,77.0,77.66666666666667,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,yes,no,White,Female,no,no,yes,4.0,yes,no,no,no,yes,108.0,4.0,6.0,no,no,yes,no,87,78,54.0,43.0,58.333333333333336,yes,3,3.0,0,2,1,100.0,no,no
BA,yes,yes,no,Black/Black British African,Female,yes,yes,yes,4.0,yes,no,no,no,yes,130.0,6.0,5.0,,no,yes,,68,75,66.0,49.0,63.333333333333336,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,yes,3.0,yes,no,no,no,yes,112.0,6.0,4.0,no,yes,no,,92,51,71.0,60.0,60.666666666666664,yes,4,2.0,0,1,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,5.0,no,no,yes,no,no,89.0,6.0,5.0,yes,no,no,,69,67,41.0,73.0,60.333333333333336,yes,4,2.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,4.0,yes,no,no,no,yes,103.0,4.0,5.0,yes,no,no,,84,62,53.0,68.0,61.0,yes,4,2.0,0,0,1,100.0,no,no
BA,yes,no,no,Asian,Female,yes,no,no,2.0,no,no,no,no,yes,128.0,4.0,4.0,no,yes,no,yes,90,75,49.0,78.0,67.33333333333333,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,yes,no,Asian,Male,yes,yes,no,,no,no,no,no,no,91.0,,,no,no,no,no,64,63,55.0,42.0,53.333333333333336,yes,4,2.0,0,0,0,100.0,yes,no
BA,yes,no,no,Asian,Male,yes,yes,yes,4.0,no,no,no,no,yes,128.0,4.0,5.0,no,yes,no,no,89,83,79.0,44.0,68.66666666666667,yes,5,1.0,0,4,1,100.0,yes,no
BA,yes,no,no,Asian,Male,yes,yes,yes,5.0,yes,no,no,no,no,82.0,3.0,3.0,no,yes,no,no,52,49,56.0,70.0,58.333333333333336,yes,5,1.0,0,2,0,100.0,no,no
BA,yes,yes,no,Black/Black British African,Male,yes,yes,no,4.0,yes,no,no,no,yes,84.0,4.0,4.0,yes,no,no,no,68,49,79.0,83.0,70.33333333333333,yes,5,1.0,0,4,2,100.0,no,no
BA,yes,yes,no,White,Male,no,no,yes,,no,no,no,no,no,127.0,,5.0,no,no,no,no,85,59,63.0,71.0,64.33333333333333,yes,3,3.0,0,3,2,100.0,no,no
BA,yes,no,no,Asian,Female,no,no,yes,,no,no,yes,no,no,120.0,4.0,4.0,yes,no,no,no,87,75,74.0,46.0,65.0,yes,3,3.0,0,4,2,100.0,yes,no
BA,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,no,96.0,4.0,5.0,no,yes,no,,50,50,62.0,60.0,57.333333333333336,yes,4,2.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,1.0,yes,no,no,no,no,82.0,,,no,no,yes,,100,74,40.0,51.0,55.0,yes,5,1.0,0,0,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Female,yes,no,no,2.0,yes,no,no,no,no,117.0,,,no,yes,yes,yes,73,69,82.0,43.0,64.66666666666667,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Female,no,yes,no,3.0,no,no,no,no,no,153.0,9.0,8.0,no,no,no,,68,52,56.0,35.0,47.666666666666664,no,2,4.0,2,3,1,33.333333333333336,no,no
BA,yes,no,no,White,Male,no,no,no,,no,no,yes,no,no,,,,yes,no,no,,88,48,83.0,47.0,59.333333333333336,yes,3,3.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,yes,2.0,yes,no,no,no,no,93.0,8.0,5.0,yes,no,yes,yes,67,57,52.0,76.0,61.666666666666664,yes,3,3.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,4.0,no,no,no,no,no,116.0,,,yes,no,yes,,61,71,64.0,52.0,62.333333333333336,yes,4,2.0,0,4,2,100.0,no,no
BA,yes,yes,no,White,Female,yes,yes,yes,2.0,yes,no,no,no,no,133.0,7.0,4.0,yes,no,yes,yes,72,49,61.0,55.0,55.0,yes,4,2.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Female,no,yes,no,1.0,yes,no,yes,no,no,121.0,5.0,6.0,no,,no,,66,76,73.0,43.0,64.0,yes,3,3.0,0,4,1,100.0,yes,no
BA,yes,no,no,Black/Black British African,Male,yes,,no,1.0,yes,no,no,no,no,96.0,4.0,5.0,yes,yes,yes,yes,84,43,75.0,78.0,65.33333333333333,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,5.0,yes,no,no,no,yes,80.0,5.0,5.0,yes,,no,,61,55,44.0,32.0,43.666666666666664,no,1,5.0,3,3,1,50.0,no,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,,no,,yes,no,no,106.0,5.0,5.0,yes,no,yes,no,88,45,45.0,85.0,58.333333333333336,yes,3,3.0,0,5,1,100.0,yes,no
BA,yes,no,no,White,Male,no,no,yes,1.0,yes,,yes,no,no,125.0,3.0,4.0,yes,no,yes,no,59,55,32.0,0.0,43.5,no,4,2.0,3,0,0,50.0,no,yes
BA,yes,no,no,Black/Black British African,Female,no,no,no,3.0,yes,yes,no,no,no,104.0,6.0,7.0,yes,no,no,yes,51,50,75.0,63.0,62.666666666666664,yes,6,0.0,0,0,0,100.0,no,no
